F7	PPM002745	PGS000907	major depressive disorder	Major depressive disorder	Nausea in Desvenlafaxine takers	sex, age at study enrollment, genetic PCs 1-20	Variance explained (Nagelkerke's R2*100) = 0.08			1.06 [0.96,1.17]	European	AGDS	2524	European:100		PSS001307	35602235
F7	PPM002746	PGS000907	major depressive disorder	Major depressive disorder	Nausea in Citalopram takers	sex, age at study enrollment, genetic PCs 1-20	Variance explained (Nagelkerke's R2*100) = 0.24			1.11 [0.99,1.25]	European	AGDS	2585	European:100		PSS001306	35602235
F7	PPM002747	PGS000907	major depressive disorder	Major depressive disorder	Nausea in Fluoxetine takers	sex, age at study enrollment, genetic PCs 1-20	Variance explained (Nagelkerke's R2*100) = 0.09			1.06 [0.97,1.16]	European	AGDS	3670	European:100		PSS001310	35602235
F7	PPM002748	PGS000907	major depressive disorder	Major depressive disorder	Nausea in Duloxetine takers	sex, age at study enrollment, genetic PCs 1-20	Variance explained (Nagelkerke's R2*100) = 0.55			1.16 [1.04,1.29]	European	AGDS	1995	European:100		PSS001308	35602235
F7	PPM002749	PGS000907	major depressive disorder	Major depressive disorder	Nausea in Paroxetine takers	sex, age at study enrollment, genetic PCs 1-20	Variance explained (Nagelkerke's R2*100) = 0.21			1.1 [0.96,1.27]	European	AGDS	1580	European:100		PSS001312	35602235
F7	PPM002750	PGS000907	major depressive disorder	Major depressive disorder	Vomit in Sertraline takers	sex, age at study enrollment, genetic PCs 1-20	Variance explained (Nagelkerke's R2*100) = 0.44			1.21 [1.03,1.43]	European	AGDS	5719	European:100		PSS001423	35602235
F7	PPM002751	PGS000907	major depressive disorder	Major depressive disorder	Vomit in Escitalopram takers	sex, age at study enrollment, genetic PCs 1-20	Variance explained (Nagelkerke's R2*100) = 0.02			0.96 [0.78,1.18]	European	AGDS	4365	European:100		PSS001419	35602235
F7	PPM002752	PGS000907	major depressive disorder	Major depressive disorder	Vomit in Venlafaxine takers	sex, age at study enrollment, genetic PCs 1-20	Variance explained (Nagelkerke's R2*100) = 0.22			1.14 [0.96,1.36]	European	AGDS	3967	European:100		PSS001424	35602235
F7	PPM002753	PGS000907	major depressive disorder	Major depressive disorder	Vomit in Amitriptyline takers	sex, age at study enrollment, genetic PCs 1-20	Variance explained (Nagelkerke's R2*100) = 0.06			0.93 [0.65,1.33]	European	AGDS	1657	European:100		PSS001415	35602235
F7	PPM002754	PGS000907	major depressive disorder	Major depressive disorder	Vomit in Mirtazapine takers	sex, age at study enrollment, genetic PCs 1-20	Variance explained (Nagelkerke's R2*100) = 0.45			1.23 [0.88,1.72]	European	AGDS	1987	European:100		PSS001421	35602235
F7	PPM002755	PGS000907	major depressive disorder	Major depressive disorder	Vomit in Desvenlafaxine takers	sex, age at study enrollment, genetic PCs 1-20	Variance explained (Nagelkerke's R2*100) = 0.07			1.08 [0.86,1.36]	European	AGDS	2524	European:100		PSS001417	35602235
F7	PPM002756	PGS000907	major depressive disorder	Major depressive disorder	Vomit in Citalopram takers	sex, age at study enrollment, genetic PCs 1-20	Variance explained (Nagelkerke's R2*100) = 0.32			1.19 [0.87,1.64]	European	AGDS	2585	European:100		PSS001416	35602235
